category,query,name,depth,status,latencyMs,error,responseBytes,requestedSurface,sourceMode,resolvedSymbol,resolvedName,assetClass,score,customerVerdict,analysisDataStatus,resultConfidence,dataQuality,resultSourceCount,resultLimitations,kernelSurface,kernelDepth,kernelStatus,kernelConfidence,kernelConfidenceCap,kernelSourceCount,kernelSourceFamilies,kernelEvidenceCount,kernelFindingsCount,kernelMissingCount,kernelNextActionsCount,aiMode,aiSurface,aiDepth,aiVerdict,aiConfidence,aiFindingsCount,aiMissingDataCount,customerNarrative,aiOutputHash,aiProviderError,aiDiagnosticSourceCount,aiSignalCount,publicSourceCount,publicProviderCount,publicFactsWithValue,publicMissingFacts,accessMode,paidRequired,qualityOutputStatus,qualityPaidVerified,releaseAllowed,rawPath,searchStatus,searchResultId,searchSymbol,searchSourceCount,searchMissingCount,jsonStatus,pdfStatus,jsonError,commercialDataStatus,commercialSellReady,reportTitle,reportSymbol,tierLabel,reportSourceCount,reportMissingCount,declaredPageCount,binaryPageCount,pdfBytes,pdfHash,reportHash,pdfPath,symbol,address,reviewLevel,responseMode,customerDataStatus,customerRiskScore,customerConfidence,providerCoverage,releaseReadiness,commercialCheckoutAllowed,commercialProSellReady,commercialAdvancedSellReady,commercialTopBlocker,entitlementOk,assessmentVerdict,assessmentConfidenceCap,assessmentMissingCount,canonicalHash
real-markets,MC.PA,LVMH,basic,200,5267,,207221,real_markets,real_markets,MC.PA,LVMH Moët Hennessy Louis Vuitton SE,stock,,,,0.1,partial,0,26,real_markets,basic,blocked,0,0,0,[],4,3,6,4,rules,real_markets,basic,review,0,0,6,,8c7834abb507461251878a092aefcf205d2fccdffba63494b389fd0a4c2d568f,provider_unavailable,1,1,1,1,2,9,free_basic,False,source_gap_before_verdict,True,False,evaluation/raw/vlm/real-markets-mc.pa-basic.json.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real-markets,MC.PA,LVMH,pro,422,5250,,179196,real_markets,real_markets,MC.PA,LVMH Moët Hennessy Louis Vuitton SE,stock,,,,0.1,partial,0,26,real_markets,pro,blocked,0,0,0,[],4,3,6,4,,,,,,0,,,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,,,,,,,,False,,False,False,evaluation/raw/vlm/real-markets-mc.pa-pro.json.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real-markets,META,Meta,advanced,422,5258,,178165,real_markets,real_markets,META,META,stock,,,,0.1,partial,0,26,real_markets,advanced,blocked,0,0,0,[],4,3,6,4,,,,,,0,,,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,,,,,,,,False,,False,False,evaluation/raw/vlm/real-markets-meta-advanced.json.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real-markets,META,Meta,basic,200,5252,,205957,real_markets,real_markets,META,META,stock,,,,0.1,partial,0,26,real_markets,basic,blocked,0,0,0,[],4,3,6,4,rules,real_markets,basic,review,0,0,6,,78bc4ce8944dbb9331b091c92555032fe3883bbbc264d3b94b743b00d36e540b,provider_unavailable,1,1,1,1,2,9,free_basic,False,source_gap_before_verdict,True,False,evaluation/raw/vlm/real-markets-meta-basic.json.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real-markets,META,Meta,pro,422,5251,,178150,real_markets,real_markets,META,META,stock,,,,0.1,partial,0,26,real_markets,pro,blocked,0,0,0,[],4,3,6,4,,,,,,0,,,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,,,,,,,,False,,False,False,evaluation/raw/vlm/real-markets-meta-pro.json.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real-markets,MSFT,Microsoft,advanced,422,5247,,178826,real_markets,real_markets,MSFT,Microsoft Corporation,stock,,,,0.1,partial,0,26,real_markets,advanced,blocked,0,0,0,[],4,3,6,4,,,,,,0,,,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,,,,,,,,False,,False,False,evaluation/raw/vlm/real-markets-msft-advanced.json.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real-markets,MSFT,Microsoft,basic,200,5269,,206737,real_markets,real_markets,MSFT,Microsoft Corporation,stock,,,,0.1,partial,0,26,real_markets,basic,blocked,0,0,0,[],4,3,6,4,rules,real_markets,basic,review,0,0,6,,988ed4eeae55775e6749a3370e3e14fef9eb4baa8543ee673a7198f80a7a34a0,provider_unavailable,1,1,1,1,2,9,free_basic,False,source_gap_before_verdict,True,False,evaluation/raw/vlm/real-markets-msft-basic.json.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real-markets,MSFT,Microsoft,pro,422,5272,,178811,real_markets,real_markets,MSFT,Microsoft Corporation,stock,,,,0.1,partial,0,26,real_markets,pro,blocked,0,0,0,[],4,3,6,4,,,,,,0,,,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,,,,,,,,False,,False,False,evaluation/raw/vlm/real-markets-msft-pro.json.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real-markets,NVDA,NVIDIA,advanced,422,5254,,179089,real_markets,real_markets,NVDA,NVIDIA Corporation,stock,,,,0.1,partial,0,26,real_markets,advanced,blocked,0,0,0,[],4,3,6,4,,,,,,0,,,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,,,,,,,,False,,False,False,evaluation/raw/vlm/real-markets-nvda-advanced.json.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real-markets,NVDA,NVIDIA,basic,200,5249,,207294,real_markets,real_markets,NVDA,NVIDIA Corporation,stock,,,,0.1,partial,0,26,real_markets,basic,blocked,0,0,0,[],4,3,6,4,rules,real_markets,basic,review,0,0,6,,2d128fe4dc23c96af708994e64b9fdedb12240b3d6f11b07a4fe11cae8d8f968,provider_unavailable,1,1,1,1,2,9,free_basic,False,source_gap_before_verdict,True,False,evaluation/raw/vlm/real-markets-nvda-basic.json.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real-markets,NVDA,NVIDIA,pro,422,5293,,179074,real_markets,real_markets,NVDA,NVIDIA Corporation,stock,,,,0.1,partial,0,26,real_markets,pro,blocked,0,0,0,[],4,3,6,4,,,,,,0,,,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,,,,,,,,False,,False,False,evaluation/raw/vlm/real-markets-nvda-pro.json.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real-markets,SPY,SPDR S&P 500 ETF,advanced,422,5254,,179091,real_markets,real_markets,SPY,SPDR S&P 500 ETF Trust,etf,,,,0.1,partial,0,26,real_markets,advanced,blocked,0,0,0,[],4,3,6,4,,,,,,0,,,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,,,,,,,,False,,False,False,evaluation/raw/vlm/real-markets-spy-advanced.json.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real-markets,SPY,SPDR S&P 500 ETF,basic,200,5258,,207424,real_markets,real_markets,SPY,SPDR S&P 500 ETF Trust,etf,,,,0.1,partial,0,26,real_markets,basic,blocked,0,0,0,[],4,3,6,4,rules,real_markets,basic,review,0,0,6,,1e5cc7dc6d733b81140dc79b9d1d9f221f6d2efba976f18073769ca9dc8c0f71,provider_unavailable,1,1,1,1,2,9,free_basic,False,source_gap_before_verdict,True,False,evaluation/raw/vlm/real-markets-spy-basic.json.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real-markets,SPY,SPDR S&P 500 ETF,pro,422,5277,,179076,real_markets,real_markets,SPY,SPDR S&P 500 ETF Trust,etf,,,,0.1,partial,0,26,real_markets,pro,blocked,0,0,0,[],4,3,6,4,,,,,,0,,,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,,,,,,,,False,,False,False,evaluation/raw/vlm/real-markets-spy-pro.json.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real-markets,TSLA,Tesla,advanced,422,5238,,178452,real_markets,real_markets,TSLA,"Tesla, Inc.",stock,,,,0.1,partial,0,26,real_markets,advanced,blocked,0,0,0,[],4,3,6,4,,,,,,0,,,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,,,,,,,,False,,False,False,evaluation/raw/vlm/real-markets-tsla-advanced.json.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real-markets,TSLA,Tesla,basic,200,5294,,206293,real_markets,real_markets,TSLA,"Tesla, Inc.",stock,,,,0.1,partial,0,26,real_markets,basic,blocked,0,0,0,[],4,3,6,4,rules,real_markets,basic,review,0,0,6,,a33695cf2ce954f9a16c0d0b43a7e9c6f4f07219df65294876fbc2182c0c4bd7,provider_unavailable,1,1,1,1,2,9,free_basic,False,source_gap_before_verdict,True,False,evaluation/raw/vlm/real-markets-tsla-basic.json.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real-markets,TSLA,Tesla,pro,422,5256,,178437,real_markets,real_markets,TSLA,"Tesla, Inc.",stock,,,,0.1,partial,0,26,real_markets,pro,blocked,0,0,0,[],4,3,6,4,,,,,,0,,,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,,,,,,,,False,,False,False,evaluation/raw/vlm/real-markets-tsla-pro.json.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdf,ADA,Cardano,advanced,,92,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/ada-advanced-report.json.gz,200,fallback-ada,ADA,1,5,422,0,premium_report_not_ready,,False,,,,0,0,0,0,0,,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,,,,,,,,,,,,,,,,,,,
pdf,ADA,Cardano,basic,,5161,,,,,,,,,,,,,,,,,blocked,0,0,0,,11,3,14,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/ada-basic-report.json.gz,200,fallback-ada,ADA,1,5,200,200,,,True,ADA,ADA,Basic,1,4,2,2,8682,2efdc73d436eac24f4a85c7974144bce95af8854ad390bae3d4ff5bb01847a4a,90495dc931847ac14d29d27388b20ab9b57bf55bc24af51bf73c945b874e9a34,evaluation/pdfs/ada-basic.pdf,,,,,,,,,,,,,,,,,,
pdf,ADA,Cardano,pro,,4077,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/ada-pro-report.json.gz,200,fallback-ada,ADA,1,5,422,0,premium_report_not_ready,,False,,,,0,0,0,0,0,,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,,,,,,,,,,,,,,,,,,,
pdf,AVAX,Avalanche,advanced,,4085,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/avax-advanced-report.json.gz,200,fallback-avax,AVAX,1,5,422,0,premium_report_not_ready,,False,,,,0,0,0,0,0,,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,,,,,,,,,,,,,,,,,,,
pdf,AVAX,Avalanche,basic,,4136,,,,,,,,,,,,,,,,,blocked,0,0,0,,11,3,14,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/avax-basic-report.json.gz,200,fallback-avax,AVAX,1,5,200,200,,,True,AVAX,AVAX,Basic,1,4,2,2,8691,06b7f1c5bb7513e6127c618b3fc6ee3ef48e752d8892ada3cc9c579c1ba0856a,c56298fea59a78acc62b08e10b5d8acf72ede465e4aac4b95edb7b0dc05a9ec3,evaluation/pdfs/avax-basic.pdf,,,,,,,,,,,,,,,,,,
pdf,AVAX,Avalanche,pro,,86,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/avax-pro-report.json.gz,200,fallback-avax,AVAX,1,5,422,0,premium_report_not_ready,,False,,,,0,0,0,0,0,,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,,,,,,,,,,,,,,,,,,,
pdf,BNB,BNB,advanced,,5081,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/bnb-advanced-report.json.gz,200,binancecoin,BNB,3,5,422,0,premium_report_not_ready,,False,,,,0,0,0,0,0,,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,,,,,,,,,,,,,,,,,,,
pdf,BNB,BNB,basic,,5155,,,,,,,,,,,,,,,,,blocked,0,0,0,,13,3,13,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/bnb-basic-report.json.gz,200,binancecoin,BNB,3,5,200,200,,,True,BNB,BNB,Basic,3,4,2,2,9785,ac06a2bb689e162c0066dc451b80091df489f2f02573c7b0d3b656d2e8804afb,b93c00a92a0fd5f94262da6f7fcf6e5053f2fdd84fc799ac9b8351375b53a413,evaluation/pdfs/bnb-basic.pdf,,,,,,,,,,,,,,,,,,
pdf,BNB,BNB,pro,,89,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/bnb-pro-report.json.gz,200,binancecoin,BNB,3,5,422,0,premium_report_not_ready,,False,,,,0,0,0,0,0,,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,,,,,,,,,,,,,,,,,,,
pdf,BTC,Bitcoin,advanced,,4080,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/btc-advanced-report.json.gz,200,bitcoin,BTC,2,4,422,0,premium_report_not_ready,,False,,,,0,0,0,0,0,,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,,,,,,,,,,,,,,,,,,,
pdf,BTC,Bitcoin,basic,,142,,,,,,,,,,,,,,,,,blocked,0,0,0,,11,3,11,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/btc-basic-report.json.gz,200,bitcoin,BTC,2,4,200,200,,,True,Bitcoin,BTC,Basic,2,4,2,2,9481,3c555adff09b202137ff7ff18fdddb4e6b20deafa1312943b5a67596692ec8c5,01044926f618b3a257bade1bc438468a9dbc1c2f72689eefdb1bcbc460b41d50,evaluation/pdfs/btc-basic.pdf,,,,,,,,,,,,,,,,,,
pdf,BTC,Bitcoin,pro,,90,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/btc-pro-report.json.gz,200,bitcoin,BTC,2,4,422,0,premium_report_not_ready,,False,,,,0,0,0,0,0,,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,,,,,,,,,,,,,,,,,,,
pdf,DOGE,Dogecoin,advanced,,81,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/doge-advanced-report.json.gz,200,fallback-doge,DOGE,1,5,422,0,premium_report_not_ready,,False,,,,0,0,0,0,0,,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,,,,,,,,,,,,,,,,,,,
pdf,DOGE,Dogecoin,basic,,5192,,,,,,,,,,,,,,,,,blocked,0,0,0,,11,3,14,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/doge-basic-report.json.gz,200,fallback-doge,DOGE,1,5,200,200,,,True,DOGE,DOGE,Basic,1,4,2,2,8691,0e373c15104b5edb581fa6b033318d662e0500e7405a9378d4cd90fe9296427f,8344839e6801db8c300f306484883c5a4f1d312e6683b03c208f175ff2dc9f85,evaluation/pdfs/doge-basic.pdf,,,,,,,,,,,,,,,,,,
pdf,DOGE,Dogecoin,pro,,5080,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/doge-pro-report.json.gz,200,fallback-doge,DOGE,1,5,422,0,premium_report_not_ready,,False,,,,0,0,0,0,0,,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,,,,,,,,,,,,,,,,,,,
pdf,ETH,Ethereum,advanced,,93,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/eth-advanced-report.json.gz,200,ethereum,ETH,2,5,422,0,premium_report_not_ready,,False,,,,0,0,0,0,0,,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,,,,,,,,,,,,,,,,,,,
pdf,ETH,Ethereum,basic,,5155,,,,,,,,,,,,,,,,,blocked,0,0,0,,12,3,13,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/eth-basic-report.json.gz,200,ethereum,ETH,2,5,200,200,,,True,Ethereum,ETH,Basic,2,4,2,2,9422,7e0dfa301d190843867f49ac4f29d5dc610cb8dd0d510fd96379c87f98c4d36b,39180dc1cdee176436a62ab9e948328b465ea8d46d06d7bb764d13b1a7918789,evaluation/pdfs/eth-basic.pdf,,,,,,,,,,,,,,,,,,
pdf,ETH,Ethereum,pro,,4084,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/eth-pro-report.json.gz,200,ethereum,ETH,2,5,422,0,premium_report_not_ready,,False,,,,0,0,0,0,0,,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,,,,,,,,,,,,,,,,,,,
pdf,LINK,Chainlink,advanced,,86,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/link-advanced-report.json.gz,200,binancecoin,BNB,3,5,422,0,premium_report_not_ready,,False,,,,0,0,0,0,0,,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,,,,,,,,,,,,,,,,,,,
pdf,LINK,Chainlink,basic,,159,,,,,,,,,,,,,,,,,blocked,0,0,0,,13,3,13,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/link-basic-report.json.gz,200,binancecoin,BNB,3,5,200,200,,,True,BNB,BNB,Basic,3,4,2,2,9785,180e08b3fbe5dc59685172928ab67faac7eace90d4cec4c243f728d411e91226,af9294118d50c24b9372f6e696abf8c3d100afdb98b9a6930f6100e2fb49f115,evaluation/pdfs/link-basic.pdf,,,,,,,,,,,,,,,,,,
pdf,LINK,Chainlink,pro,,4075,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/link-pro-report.json.gz,200,binancecoin,BNB,3,5,422,0,premium_report_not_ready,,False,,,,0,0,0,0,0,,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,,,,,,,,,,,,,,,,,,,
pdf,SOL,Solana,advanced,,5085,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/sol-advanced-report.json.gz,200,solana,SOL,2,5,422,0,premium_report_not_ready,,False,,,,0,0,0,0,0,,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,,,,,,,,,,,,,,,,,,,
pdf,SOL,Solana,basic,,5159,,,,,,,,,,,,,,,,,blocked,0,0,0,,12,3,13,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/sol-basic-report.json.gz,200,solana,SOL,2,5,200,200,,,True,Solana,SOL,Basic,2,4,2,2,9580,bb9c11a8bd2e8f84c485edf2e844e1b3596acb9c0d3eaf3981ef9b1e053878b5,e8adcd88c6ef655c3d39edafbba37c10e4ffe5da79bc5acebc8f25efa543e0f7,evaluation/pdfs/sol-basic.pdf,,,,,,,,,,,,,,,,,,
pdf,SOL,Solana,pro,,82,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/sol-pro-report.json.gz,200,solana,SOL,2,5,422,0,premium_report_not_ready,,False,,,,0,0,0,0,0,,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,,,,,,,,,,,,,,,,,,,
pdf,UNI,Uniswap,advanced,,4135,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/uni-advanced-report.json.gz,200,market-etf-ewu,EWU,1,2,422,0,premium_report_not_ready,,False,,,,0,0,0,0,0,,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,,,,,,,,,,,,,,,,,,,
pdf,UNI,Uniswap,basic,,5165,,,,,,,,,,,,,,,,,blocked,0,0,0,,8,3,6,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/uni-basic-report.json.gz,200,market-etf-ewu,EWU,1,2,200,200,,,True,United Kingdom ETF,EWU,Basic,1,2,2,2,9136,5cae411b6171e611f29cd4ace84c5fdc6b5436b3bf58d35f928470a2c19e1eb6,d2a881033ec3f639244e494bf3ba0c26051fb6b8cbe92f1105ad0279e0affbbf,evaluation/pdfs/uni-basic.pdf,,,,,,,,,,,,,,,,,,
pdf,UNI,Uniswap,pro,,129,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/uni-pro-report.json.gz,200,market-etf-ewu,EWU,1,2,422,0,premium_report_not_ready,,False,,,,0,0,0,0,0,,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,,,,,,,,,,,,,,,,,,,
pdf,XRP,XRP,advanced,,105,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/xrp-advanced-report.json.gz,200,fallback-xrp,XRP,1,5,422,0,premium_report_not_ready,,False,,,,0,0,0,0,0,,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,,,,,,,,,,,,,,,,,,,
pdf,XRP,XRP,basic,,5208,,,,,,,,,,,,,,,,,blocked,0,0,0,,11,3,14,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/xrp-basic-report.json.gz,200,fallback-xrp,XRP,1,5,200,200,,,True,XRP,XRP,Basic,1,4,2,2,8682,c8242d6fe30c60f68beecce202043462aa2b00417c1a6779016bfd9b553a12e2,e7442aeb1a990f0543b87ec44f1ac75ebe57ed61a8e2e10dcbdee7d859cfb5d6,evaluation/pdfs/xrp-basic.pdf,,,,,,,,,,,,,,,,,,
pdf,XRP,XRP,pro,,5095,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/pdf/xrp-pro-report.json.gz,200,fallback-xrp,XRP,1,5,422,0,premium_report_not_ready,,False,,,,0,0,0,0,0,,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,,,,,,,,,,,,,,,,,,,
audit,,Aave,advanced,422,2611,,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/audit/aave-advanced.json.gz,,,,,,,,,,,,,,,,,,,,,,aave,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2dDaE9,advanced_review,,insufficient_data,,0,0/7 live-or-partial lanes,90,False,False,False,"Raise formula coverage, lower confidence cap, or hide confident score until enough evidence exists.",True,,,0,92378805c186566107d44c4b328df19c0c23ea7c16563cd0f791c3913a2c5d55
audit,,Aave,basic,200,2633,,9150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/audit/aave-basic.json.gz,,,,,,,,,,,,,,,,,,,,,,aave,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2dDaE9,basic_review,customer_compact,insufficient_data,,0,0/7 live-or-partial lanes,90,True,False,False,"Raise formula coverage, lower confidence cap, or hide confident score until enough evidence exists.",True,needs_evidence,54,2,b578b84b95b0aa5be24ec9bea8cef003910ffb9883054d3d336573fc8985b601
audit,,Aave,pro,422,2612,,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/audit/aave-pro.json.gz,,,,,,,,,,,,,,,,,,,,,,aave,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2dDaE9,pro_review,,insufficient_data,,0,0/7 live-or-partial lanes,90,False,False,False,"Raise formula coverage, lower confidence cap, or hide confident score until enough evidence exists.",True,,,0,fc92c4590a1fb7547dfe5dd7ba84b391f24fb5e13b0d161d377b9b0603839767
audit,,Dai Stablecoin,advanced,422,2612,,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/audit/dai-advanced.json.gz,,,,,,,,,,,,,,,,,,,,,,dai,0x6B175474E89094C44Da98b954EedeAC495271d0F,advanced_review,,insufficient_data,,0,0/7 live-or-partial lanes,90,False,False,False,"Raise formula coverage, lower confidence cap, or hide confident score until enough evidence exists.",True,,,0,92378805c186566107d44c4b328df19c0c23ea7c16563cd0f791c3913a2c5d55
audit,,Dai Stablecoin,basic,200,2633,,9200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/audit/dai-basic.json.gz,,,,,,,,,,,,,,,,,,,,,,dai,0x6B175474E89094C44Da98b954EedeAC495271d0F,basic_review,customer_compact,insufficient_data,,0,0/7 live-or-partial lanes,90,True,False,False,"Raise formula coverage, lower confidence cap, or hide confident score until enough evidence exists.",True,needs_evidence,54,2,b578b84b95b0aa5be24ec9bea8cef003910ffb9883054d3d336573fc8985b601
audit,,Dai Stablecoin,pro,422,2609,,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/audit/dai-pro.json.gz,,,,,,,,,,,,,,,,,,,,,,dai,0x6B175474E89094C44Da98b954EedeAC495271d0F,pro_review,,insufficient_data,,0,0/7 live-or-partial lanes,90,False,False,False,"Raise formula coverage, lower confidence cap, or hide confident score until enough evidence exists.",True,,,0,fc92c4590a1fb7547dfe5dd7ba84b391f24fb5e13b0d161d377b9b0603839767
audit,,Lido DAO,advanced,422,2613,,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/audit/ldo-advanced.json.gz,,,,,,,,,,,,,,,,,,,,,,ldo,0x5A98FcBEA516Cf06857215779Fd812CA3beF1B32,advanced_review,,insufficient_data,,0,0/7 live-or-partial lanes,90,False,False,False,"Raise formula coverage, lower confidence cap, or hide confident score until enough evidence exists.",True,,,0,92378805c186566107d44c4b328df19c0c23ea7c16563cd0f791c3913a2c5d55
audit,,Lido DAO,basic,200,2630,,9170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evaluation/raw/audit/ldo-basic.json.gz,,,,,,,,,,,,,,,,,,,,,,ldo,0x5A98FcBEA516Cf06857215779Fd812CA3beF1B32,basic_review,customer_compact,insufficient_data,,0,0/7 live-or-partial lanes,90,True,False,False,"Raise formula coverage, lower confidence cap, or hide confident score until enough evidence exists.",True,needs_evidence,54,2,b578b84b95b0aa5be24ec9bea8cef003910ffb9883054d3d336573fc8985b601
